city,state,total_cases,mean_cases,std_cases,total_deaths,mean_deaths,std_deaths,days_recorded,death_rate,mean_daily_growth,days_until_first_case
Agrestina,PE,1378.0,552.387706855792,362.6923755468265,51,26.411347517730498,13.642909163912753,423,0.03701015965166909,3.2576832151300237,28
Agricolândia,PI,420.0,77.41371158392435,96.41162002089821,4,0.375886524822695,0.991951070104517,423,0.009523809523809525,0.9929078014184397,77
Agrolândia,SC,1220.0,312.0851063829787,323.45728248536994,18,5.042553191489362,4.0468916286937375,423,0.014754098360655738,2.884160756501182,60
Agronômica,SC,556.0,160.7825059101655,156.7818691046942,11,4.167848699763593,2.980617776194206,423,0.019784172661870502,1.3144208037825058,52
Aguanil,MG,492.0,124.65011820330969,135.86378229695134,8,3.2529550827423166,2.719916801655937,423,0.016260162601626018,1.1631205673758864,83
Aguaí,SP,2353.0,576.0992907801418,621.9516786631522,72,13.846335697399526,15.90992207483508,423,0.03059923501912452,5.5626477541371155,27
Agudo,RS,1318.0,262.7541371158392,369.16018572665,22,3.037825059101655,5.172245196904929,423,0.01669195751138088,3.115839243498818,63
Agudos,SP,3054.0,894.936170212766,832.7292779880345,72,17.91016548463357,17.979489781863993,423,0.023575638506876228,7.219858156028369,6
Agudos do Sul,PR,512.0,156.93853427895982,154.27636003336727,19,2.314420803782506,4.583398342146243,423,0.037109375,1.210401891252955,43
Aguiar,PB,298.0,72.8581560283688,90.55374002552665,3,0.6666666666666666,1.1353851884124395,423,0.010067114093959731,0.7044917257683215,53
Aguiarnópolis,TO,556.0,338.9929078014184,185.13972550228166,12,7.141843971631205,3.76737345545257,423,0.02158273381294964,1.3144208037825058,37
Aimorés,MG,1795.0,593.7966903073286,562.7019753560394,57,13.222222222222221,15.642110431355132,423,0.03175487465181059,4.243498817966903,38
Aiquara,BA,444.0,221.43498817966903,162.0514806313788,11,4.321513002364066,3.2018486335590413,423,0.024774774774774775,1.049645390070922,20
Aiuaba,CE,476.0,97.78014184397163,122.29312305257153,10,2.059101654846336,2.8223559360800277,423,0.02100840336134454,1.1252955082742317,38
Aiuruoca,MG,79.0,28.437352245862883,31.26473452950262,6,2.5815602836879434,2.2785503884141116,423,0.0759493670886076,0.1867612293144208,110
Ajuricaba,RS,930.0,258.080378250591,259.3650434262786,23,4.555555555555555,7.393228047233439,423,0.024731182795698924,2.198581560283688,18
Alagoa,MG,417.0,85.37588652482269,112.48619961740303,5,0.5602836879432624,1.3208255047950779,423,0.011990407673860911,0.9858156028368794,152
Alagoa Grande,PB,3030.0,1316.4066193853428,852.2471968307333,60,24.02127659574468,15.435910039436887,423,0.019801980198019802,7.163120567375887,29
Alagoa Nova,PB,795.0,363.59810874704493,231.6627598670337,17,8.094562647754136,4.584699852205163,423,0.021383647798742137,1.8794326241134751,27
Alagoinha,PB,1597.0,865.4255319148937,471.9174796434456,23,10.508274231678486,7.187027716226861,423,0.014402003757044458,3.775413711583924,39
Alagoinha,PE,742.0,238.39243498817967,182.9609342175099,20,7.408983451536643,5.608948052289309,423,0.026954177897574125,1.7541371158392436,23
Alagoinha do Piauí,PI,306.0,118.92671394799055,92.04484184497426,10,3.6950354609929077,3.6505078444561954,423,0.032679738562091505,0.723404255319149,63
Alagoinhas,BA,11387.0,5087.602836879432,3711.9511646198607,223,80.2482269503546,66.94241240500975,423,0.01958373583911478,26.919621749408982,2
Alambari,SP,481.0,124.177304964539,132.128883852736,9,3.1678486997635935,3.2477052570653075,423,0.018711018711018712,1.1371158392434988,20
Albertina,MG,202.0,57.8628841607565,62.47509546050604,7,2.851063829787234,2.5386197229620344,423,0.034653465346534656,0.47754137115839246,104
Alcantil,PB,359.0,93.31678486997636,88.22748428354608,6,1.0969267139479906,2.047438582849458,423,0.016713091922005572,0.8486997635933806,61
Alcinópolis,MS,211.0,43.49645390070922,53.22508194061288,6,1.9810874704491725,1.6734961415948002,423,0.02843601895734597,0.4988179669030733,4
Alcobaça,BA,1325.0,588.3735224586288,434.8609435729378,22,8.981087470449173,7.164262396551623,423,0.01660377358490566,3.132387706855792,64
Alcântara,MA,264.0,135.1465721040189,93.87958548041868,15,6.671394799054373,3.757874473924566,423,0.056818181818181816,0.624113475177305,23
Alcântaras,CE,1425.0,518.1891252955082,342.68031497313376,17,4.4822695035460995,3.967766159549221,423,0.011929824561403509,3.368794326241135,23
Aldeias Altas,MA,975.0,667.0921985815603,404.33908217610207,13,6.163120567375887,5.102212297990969,423,0.013333333333333334,2.3049645390070923,36
Alecrim,RS,246.0,61.08510638297872,80.66669673718302,11,2.037825059101655,3.1822206020080515,423,0.044715447154471545,0.5815602836879432,53
Alegre,ES,2029.0,653.839243498818,604.5446625168611,48,18.85579196217494,13.186072944255043,423,0.02365697387875801,4.796690307328605,25
Alegrete,RS,8033.0,1827.1394799054374,2205.148813782371,222,46.780141843971634,64.21052742508289,423,0.02763600149383792,18.990543735224588,6
Alegrete do Piauí,PI,476.0,215.37115839243498,172.75898017915364,5,1.7919621749408983,1.9372212665394466,423,0.01050420168067227,1.1252955082742317,81
Alegria,RS,320.0,110.28368794326241,109.81919606031396,2,0.4491725768321513,0.6506599100051377,423,0.00625,0.7565011820330969,91
Alenquer,PA,2833.0,1279.3096926713947,773.6942530664842,119,32.66903073286052,26.431601091535995,423,0.04200494175785387,6.697399527186761,27
Alexandria,RN,1233.0,345.96217494089836,379.5512672125491,16,5.51063829787234,4.113237826942936,423,0.012976480129764802,2.9148936170212765,26
Alexânia,GO,2859.0,1068.5531914893618,848.1046090260119,72,19.26241134751773,18.324476182062615,423,0.025183630640083946,6.75886524822695,40
Alfenas,MG,6750.0,2091.3971631205673,2057.7749781851785,150,50.77068557919622,45.30049110195861,423,0.022222222222222223,15.957446808510639,4
Alfredo Chaves,ES,2137.0,838.6879432624113,726.261737199917,30,10.997635933806146,9.407191667094622,423,0.014038371548900327,5.052009456264775,17
Alfredo Marcondes,SP,212.0,77.05910165484633,67.97489644060146,9,3.0094562647754137,2.4153744202312284,423,0.04245283018867924,0.5011820330969267,53
Alfredo Vasconcelos,MG,326.0,70.59810874704492,90.23202947586914,11,2.4539007092198584,2.6799461796205915,423,0.03374233128834356,0.7706855791962175,44
Alfredo Wagner,SC,638.0,266.8557919621749,232.21176498901184,7,1.4018912529550827,1.9998095211413207,423,0.0109717868338558,1.508274231678487,60
Algodão de Jandaíra,PB,133.0,34.57446808510638,33.816531903625304,1,0.02364066193853428,0.15210679539470945,423,0.007518796992481203,0.3144208037825059,84
Alhandra,PB,1767.0,675.2080378250591,424.9944234166377,31,15.791962174940899,7.907296509166326,423,0.017543859649122806,4.177304964539007,34
Aliança,PE,569.0,322.8179669030733,162.43097683529197,49,25.141843971631207,10.879726936053382,423,0.08611599297012303,1.3451536643026005,5
Aliança do Tocantins,TO,556.0,182.8628841607565,176.71567952975172,20,4.371158392434988,5.832725158806124,423,0.03597122302158273,1.3144208037825058,41
Almadina,BA,588.0,301.8014184397163,203.9132523902086,9,4.763593380614657,3.3088848288467516,423,0.015306122448979591,1.3900709219858156,27
Almas,TO,208.0,85.04255319148936,65.56479436987769,4,1.9243498817966902,1.2652662048896146,423,0.019230769230769232,0.491725768321513,86
Almeirim,PA,3326.0,882.1654846335697,1180.2322110822129,42,16.583924349881798,9.482182179001837,423,0.012627781118460614,7.862884160756501,29
Almenara,MG,3638.0,1190.0189125295508,1098.7569450456356,42,13.18676122931442,11.640777105425945,423,0.01154480483782298,8.60047281323877,19
Almino Afonso,RN,395.0,103.67612293144208,121.01424291287502,11,2.2624113475177303,3.4585810381161948,423,0.027848101265822784,0.933806146572104,47
Almirante Tamandaré,PR,8366.0,2790.0898345153664,2618.4456781002386,323,83.62647754137116,90.57136935349723,423,0.03860865407602199,19.77777777777778,3
Almirante Tamandaré do Sul,RS,255.0,51.026004728132385,63.373165377185856,3,0.19621749408983452,0.5122063324401699,423,0.011764705882352941,0.6028368794326241,119
Aloândia,GO,224.0,92.32624113475177,77.78008521300721,6,3.231678486997636,2.4462445868818774,423,0.026785714285714284,0.5295508274231678,15
Alpercata,MG,450.0,200.50591016548464,138.0245508007722,15,6.50354609929078,5.214758649691141,423,0.03333333333333333,1.0638297872340425,13
Alpestre,RS,281.0,90.29787234042553,89.77098915068649,7,1.8865248226950355,2.2236094176792496,423,0.02491103202846975,0.6643026004728132,40
Alpinópolis,MG,941.0,213.34751773049646,257.7297158524744,20,5.0212765957446805,4.946828298494166,423,0.021253985122210415,2.224586288416076,41
Alta Floresta,MT,7544.0,2183.4420803782505,2293.951114654385,112,30.562647754137117,30.27121048854803,423,0.014846235418875928,17.83451536643026,9
Alta Floresta D'Oeste,RO,3636.0,1190.174940898345,1141.1657433008356,61,16.300236406619387,17.35282527335753,423,0.016776677667766776,8.595744680851064,36
Altair,SP,151.0,47.07801418439716,41.85928881983266,10,2.962174940898345,2.786815097272291,423,0.06622516556291391,0.35697399527186763,50
Altamira,PA,12640.0,5017.399527186762,3713.715165507595,273,115.82742316784869,75.19750301345084,423,0.021598101265822785,29.88179669030733,8
Altamira do Maranhão,MA,301.0,206.17494089834514,112.97830448915983,9,5.037825059101655,2.482829565593985,423,0.029900332225913623,0.7115839243498818,17
Altamira do Paraná,PR,184.0,31.423167848699762,41.479945847077715,6,1.260047281323877,1.242412802259738,423,0.03260869565217391,0.43498817966903075,63
Altaneira,CE,410.0,131.89598108747046,134.3351490950461,14,3.6264775413711585,4.248496653971521,423,0.03414634146341464,0.9692671394799054,64
Alterosa,MG,581.0,152.47990543735224,211.64674572125745,31,7.359338061465721,10.48779256687164,423,0.05335628227194492,1.3735224586288417,33
Altinho,PE,950.0,460.5886524822695,284.73613138391556,19,8.85579196217494,5.574187996822162,423,0.02,2.2458628841607564,23
Altinópolis,SP,754.0,257.612293144208,221.33288827343046,25,8.10401891252955,6.949960477205072,423,0.033156498673740056,1.7825059101654845,47
Alto Alegre,RR,1255.0,630.4988179669031,398.0495805807303,29,14.513002364066194,8.429197519471783,423,0.023107569721115537,2.966903073286052,12
Alto Alegre,RS,171.0,31.40189125295508,46.72217164718379,1,0.08037825059101655,0.2721998302400541,423,0.005847953216374269,0.40425531914893614,137
Alto Alegre,SP,291.0,86.42080378250591,77.871158276319,14,3.115839243498818,3.086940799588237,423,0.048109965635738834,0.6879432624113475,43
Alto Alegre do Maranhão,MA,1067.0,387.11347517730496,238.49584213089312,24,12.678486997635934,6.8550106611963,423,0.022492970946579195,2.5224586288416075,33
Alto Alegre do Pindaré,MA,1821.0,1188.7541371158393,630.4750154410583,44,17.508274231678488,12.699938522837837,423,0.02416254805052169,4.304964539007092,29
Alto Alegre dos Parecis,RO,1373.0,339.8108747044917,373.6756610911221,36,9.382978723404255,8.827461117397634,423,0.026219956300072834,3.2458628841607564,38
Alto Araguaia,MT,1067.0,392.3191489361702,329.78007864675465,23,7.368794326241135,6.340733449342239,423,0.02155576382380506,2.5224586288416075,50
Alto Bela Vista,SC,156.0,41.089834515366434,43.14130277846031,2,0.7612293144208038,0.7892707065628082,423,0.01282051282051282,0.36879432624113473,36
Alto Boa Vista,MT,698.0,151.32387706855792,176.9531401598199,12,3.524822695035461,2.8656692235532355,423,0.017191977077363897,1.6501182033096926,53
Alto Caparaó,MG,361.0,111.85579196217495,128.40544313909786,8,2.4893617021276597,2.9816588339441035,423,0.0221606648199446,0.8534278959810875,65
Alto Feliz,RS,226.0,60.938534278959814,63.40781273141439,2,0.12056737588652482,0.4039234824709241,423,0.008849557522123894,0.5342789598108747,84
Alto Garças,MT,744.0,251.43735224586288,185.84133074447672,25,10.07565011820331,8.234648102677067,423,0.033602150537634407,1.7588652482269505,51
Alto Horizonte,GO,721.0,208.0260047281324,204.0737060995457,9,2.0023640661938535,2.1938073312117026,423,0.012482662968099861,1.7044917257683214,94
Alto Jequitibá,MG,614.0,194.00236406619385,198.27648964289455,9,4.41371158392435,3.2409555056502772,423,0.014657980456026058,1.4515366430260048,37
Alto Longá,PI,582.0,210.83924349881798,175.4909907664341,13,5.156028368794326,4.075618793380502,423,0.022336769759450172,1.375886524822695,47
Alto Paraguai,MT,793.0,255.01654846335697,216.3746579812309,26,7.302600472813239,6.9876782445925745,423,0.03278688524590164,1.8747044917257683,48
Alto Paraná,PR,821.0,223.84633569739952,241.4111604073898,18,3.352245862884161,5.431284523868973,423,0.02192448233861145,1.9408983451536643,22
Alto Paraíso,PR,174.0,38.881796690307326,55.062482600489275,3,0.35697399527186763,0.7368064281697695,423,0.017241379310344827,0.41134751773049644,55
Alto Paraíso,RO,1680.0,512.6312056737588,504.99141860308964,40,10.52482269503546,10.881251470237046,423,0.023809523809523808,3.971631205673759,23
Alto Paraíso de Goiás,GO,611.0,241.17730496453902,193.67954736278492,7,0.7966903073286052,1.9596131778253523,423,0.011456628477905073,1.4444444444444444,42
Alto Parnaíba,MA,717.0,334.903073286052,247.48536758892902,6,2.702127659574468,1.9943451366172242,423,0.008368200836820083,1.6950354609929077,49
Alto Piquiri,PR,658.0,175.7919621749409,172.91106453480012,18,4.699763593380615,4.149136259215162,423,0.02735562310030395,1.5555555555555556,81
Alto Rio Doce,MG,324.0,110.95744680851064,93.3038052850448,23,6.574468085106383,8.111107043866427,423,0.07098765432098765,0.7659574468085106,41
Alto Rio Novo,ES,667.0,265.5697399527187,220.33883693802682,21,10.364066193853429,6.71172381042727,423,0.031484257871064465,1.5768321513002364,5
Alto Santo,CE,1248.0,410.21040189125296,291.3688086263859,22,9.713947990543735,6.261366480714846,423,0.017628205128205128,2.950354609929078,27
Alto Taquari,MT,1369.0,426.26241134751774,417.2547549197928,26,7.295508274231678,7.300597499685866,423,0.018991964937910884,3.2364066193853427,86
Alto do Rodrigues,RN,1750.0,547.2198581560284,442.0716700948544,32,14.995271867612294,8.031040276548442,423,0.018285714285714287,4.137115839243499,23
Altos,PI,4002.0,1649.4420803782507,1197.0607509824142,82,25.94562647754137,21.827509351189477,423,0.02048975512243878,9.460992907801419,20
Altônia,PR,932.0,305.3262411347518,307.0913883564013,18,4.231678486997636,5.01544900209273,423,0.019313304721030045,2.203309692671395,81
Alumínio,SP,1220.0,367.6761229314421,358.6498464946276,38,11.48936170212766,10.876700403933096,423,0.03114754098360656,2.884160756501182,46
Alvarenga,MG,402.0,166.19148936170214,117.3951229979368,4,1.5200945626477542,1.3309826005548848,423,0.009950248756218905,0.950354609929078,52
Alvarães,AM,2764.0,1369.4397163120568,846.8218563714305,44,19.46808510638298,12.301053700959002,423,0.015918958031837915,6.534278959810875,38
Alvinlândia,SP,125.0,35.832151300236404,35.698350577954336,7,0.5768321513002365,1.8052404987950803,423,0.056,0.29550827423167847,67
Alvinópolis,MG,571.0,150.92198581560282,170.58973834400086,18,2.6713947990543736,4.558551122263046,423,0.03152364273204904,1.3498817966903074,70
Alvorada,RS,18946.0,6152.628841607565,5786.144329820759,685,198.84869976359337,197.3905739020154,423,0.03615538900031669,44.787234042553195,1
Alvorada,TO,1037.0,460.4160756501182,340.62948686791555,18,7.378250591016548,5.7990602085151925,423,0.017357762777242044,2.451536643026005,42
Alvorada D'Oeste,RO,1002.0,259.97399527186764,284.6890659141331,25,7.484633569739953,6.9499991677525665,423,0.0249500998003992,2.368794326241135,40
Alvorada de Minas,MG,238.0,77.19385342789599,73.42604532961201,1,0.7659574468085106,0.4239002700438258,423,0.004201680672268907,0.5626477541371159,76
Alvorada do Gurguéia,PI,312.0,90.85579196217495,89.2146913085711,9,3.1182033096926713,2.5191634409024646,423,0.028846153846153848,0.7375886524822695,29
Alvorada do Norte,GO,648.0,248.80141843971631,203.0516435555002,3,0.9125295508274232,0.8083738187000803,423,0.004629629629629629,1.5319148936170213,83
Alvorada do Sul,PR,681.0,188.82033096926713,218.7205489729261,21,5.912529550827423,5.552370996339915,423,0.030837004405286344,1.6099290780141844,36
Além Paraíba,MG,2823.0,856.6241134751773,853.4118495279947,135,32.54137115839244,39.13723049013233,423,0.04782146652497343,6.673758865248227,28
Amajari,RR,965.0,427.0118203309693,290.30719528192975,20,10.879432624113475,6.937577302217336,423,0.02072538860103627,2.2813238770685578,37
Amambai,MS,2316.0,740.6524822695036,814.2415071867891,42,13.777777777777779,15.0848399394191,423,0.018134715025906734,5.475177304964539,44
Amaporã,PR,273.0,62.888888888888886,70.12777400343744,5,0.3262411347517731,1.1893870373661526,423,0.018315018315018316,0.6453900709219859,23
Amapá,AP,1271.0,682.080378250591,420.8094638888659,10,4.99290780141844,2.995644042742022,423,0.007867820613690008,3.0047281323877066,30
Amapá do Maranhão,MA,172.0,24.68321513002364,42.42080859626227,4,0.2364066193853428,0.7854713591658348,423,0.023255813953488372,0.4066193853427896,40
Amaraji,PE,468.0,232.6855791962175,151.77270969334833,28,19.89598108747045,8.318229733265131,423,0.05982905982905983,1.1063829787234043,20
Amaral Ferrador,RS,233.0,69.95035460992908,73.37461429122337,6,1.3711583924349882,1.5135471443812736,423,0.02575107296137339,0.5508274231678487,142
Amaralina,GO,61.0,15.059101654846335,16.402340780428858,0,0.0,0.0,423,0.0,0.14420803782505912,56
Amarante,PI,1419.0,500.7565011820331,436.89982779256167,32,10.049645390070921,9.346661903402362,423,0.02255109231853418,3.354609929078014,37
Amarante do Maranhão,MA,1540.0,882.2316784869977,464.47810312564246,54,22.48936170212766,15.706860134311192,423,0.03506493506493506,3.640661938534279,33
Amargosa,BA,2396.0,741.9338061465721,765.9557269860819,47,15.356973995271868,14.09489646863032,423,0.01961602671118531,5.664302600472813,37
Amaturá,AM,2351.0,979.160756501182,695.4102322785598,17,9.791962174940899,4.670085467467096,423,0.007230965546575925,5.557919621749409,28
Americana,SP,17610.0,6122.86524822695,5126.312538738944,533,175.73758865248226,145.0629367607722,423,0.030266893810335038,41.63120567375886,4
Americano do Brasil,GO,421.0,146.2127659574468,116.4156514927161,15,3.978723404255319,4.395389794661012,423,0.035629453681710214,0.9952718676122931,56
Ametista do Sul,RS,571.0,149.2647754137116,168.93847799925678,13,2.1962174940898347,4.096210810580545,423,0.02276707530647986,1.3498817966903074,42
Amontada,CE,2548.0,894.9054373522458,585.4069597914436,47,18.189125295508273,9.955692122157213,423,0.018445839874411302,6.0236406619385345,10
Amorinópolis,GO,172.0,62.94326241134752,55.0079838733014,4,0.5224586288416075,0.724546995303172,423,0.023255813953488372,0.4066193853427896,56
Amparo,PB,158.0,42.21513002364066,49.574287766005796,4,0.7825059101654847,1.388843959700393,423,0.02531645569620253,0.3735224586288416,49
Amparo,SP,4892.0,1471.0543735224587,1359.343024818174,111,35.60283687943262,33.104003731015545,423,0.022690106295993457,11.56501182033097,15
Amparo de São Francisco,SE,189.0,65.24113475177305,45.02330634625912,3,1.2624113475177305,1.1802806522475835,423,0.015873015873015872,0.44680851063829785,44
Amparo do Serra,MG,129.0,36.36879432624114,40.1246419447817,5,1.3900709219858156,1.4494959884561842,423,0.03875968992248062,0.3049645390070922,67
Ampére,PR,1223.0,302.26004728132386,338.9331302961101,28,7.550827423167848,8.721420110568472,423,0.022894521668029435,2.8912529550827424,38
Amélia Rodrigues,BA,1935.0,652.0591016548464,592.8164272385933,38,11.900709219858156,12.004129402774872,423,0.019638242894056846,4.574468085106383,20
América Dourada,BA,775.0,230.2836879432624,223.46199968228746,7,1.0472813238770686,1.6327907472976453,423,0.00903225806451613,1.8321513002364067,53
Américo Brasiliense,SP,3317.0,1036.8628841607565,1040.0665582594565,78,20.397163120567377,23.278006451371773,423,0.02351522460054266,7.84160756501182,15
Américo de Campos,SP,684.0,280.8676122931442,202.76078279242796,22,8.72340425531915,7.02713735980955,423,0.03216374269005848,1.6170212765957446,41
Anadia,AL,1139.0,486.74940898345153,323.87296906119303,26,8.541371158392435,6.707325344826081,423,0.0228270412642669,2.692671394799054,27
Anagé,BA,812.0,236.29550827423168,240.83320052975867,17,5.286052009456265,5.075820319118925,423,0.020935960591133004,1.9196217494089836,48
Anahy,PR,327.0,72.32624113475177,90.05505134003536,8,1.1678486997635933,1.8822460254378919,423,0.024464831804281346,0.7730496453900709,53
Anajatuba,MA,808.0,342.6761229314421,214.45264078447514,21,9.184397163120567,5.1663367675212735,423,0.02599009900990099,1.9101654846335698,24
Anajás,PA,1315.0,659.4562647754137,413.27829618420037,21,9.988179669030734,4.84473156425904,423,0.01596958174904943,3.1087470449172576,27
Analândia,SP,271.0,79.45390070921985,89.23230838850259,3,1.5319148936170213,1.2366051496161885,423,0.01107011070110701,0.640661938534279,75
Anamã,AM,1728.0,867.2624113475177,568.944236917104,9,1.9456264775413712,2.7172214555220573,423,0.005208333333333333,4.085106382978723,18
Ananindeua,PA,21561.0,8920.52718676123,5702.447958053323,772,361.25531914893617,171.6891439369717,423,0.03580538936041928,50.97163120567376,1
Ananás,TO,1469.0,513.3617021276596,487.16563368482946,22,9.900709219858156,7.585817052163585,423,0.014976174268209666,3.4728132387706854,37
Anapu,PA,1300.0,802.8037825059101,433.7586053995595,36,17.479905437352247,10.333030275915187,423,0.027692307692307693,3.0732860520094563,28
Anapurus,MA,828.0,619.6241134751773,283.6189003740582,11,5.836879432624113,3.3201041641467377,423,0.013285024154589372,1.9574468085106382,38
Anastácio,MS,1870.0,745.5697399527187,626.6859491743745,56,22.01418439716312,18.60043283484667,423,0.029946524064171122,4.42080378250591,61
Anaurilândia,MS,388.0,84.27659574468085,98.6587617780974,13,2.380614657210402,3.352059931212251,423,0.03350515463917526,0.91725768321513,103
Anchieta,ES,4397.0,1503.9716312056737,1336.584927842404,77,26.01418439716312,19.86863939733827,423,0.017511939959062996,10.394799054373522,21
Anchieta,SC,431.0,120.08037825059101,143.41416895056344,7,1.9810874704491725,2.166006601235599,423,0.016241299303944315,1.0189125295508275,48
Andaraí,BA,689.0,211.451536643026,252.6643839012196,6,1.4042553191489362,2.0686513341403368,423,0.008708272859216255,1.6288416075650118,67
Andirá,PR,1738.0,497.44917257683215,518.6235580093712,64,11.933806146572104,18.201488570713657,423,0.03682393555811277,4.108747044917258,49
Andorinha,BA,747.0,235.53427895981088,252.90929594189933,12,3.895981087470449,3.688531980376147,423,0.01606425702811245,1.7659574468085106,78
Andradas,MG,2869.0,736.3144208037825,847.9685526646228,85,19.78723404255319,21.96587460290818,423,0.029627047751829907,6.782505910165485,48
Andradina,SP,4987.0,1619.7281323877069,1533.1225328702112,213,58.87234042553192,61.09473465695113,423,0.04271104872668939,11.789598108747045,19
